Username,Url,Datetime,Rule,Lobby,Stage,Win,X Power,Time,Game Version,Stats,A1 Main Weapon,A1 Sub Weapon,A1 Special Weapon,A1 Inked,A1 Kill & Assist,A1 Kill,A1 Assist,A1 Death,A1 Specials,A2 Main Weapon,A2 Sub Weapon,A2 Special Weapon,A2 Inked,A2 Kill & Assist,A2 Kill,A2 Assist,A2 Death,A2 Specials,A3 Main Weapon,A3 Sub Weapon,A3 Special Weapon,A3 Inked,A3 Kill & Assist,A3 Kill,A3 Assist,A3 Death,A3 Specials,A4 Main Weapon,A4 Sub Weapon,A4 Special Weapon,A4 Inked,A4 Kill & Assist,A4 Kill,A4 Assist,A4 Death,A4 Specials,B1 Main Weapon,B1 Sub Weapon,B1 Special Weapon,B1 Inked,B1 Kill & Assist,B1 Kill,B1 Assist,B1 Death,B1 Specials,B2 Main Weapon,B2 Sub Weapon,B2 Special Weapon,B2 Inked,B2 Kill & Assist,B2 Kill,B2 Assist,B2 Death,B2 Specials,B3 Main Weapon,B3 Sub Weapon,B3 Special Weapon,B3 Inked,B3 Kill & Assist,B3 Kill,B3 Assist,B3 Death,B3 Specials,B4 Main Weapon,B4 Sub Weapon,B4 Special Weapon,B4 Inked,B4 Kill & Assist,B4 Kill,B4 Assist,B4 Death,B4 Specials
otofune,https://stat.ink/@otofune/spl3/8281c946-477c-49df-85cf-045dc77c9e37,2022-12-04 02:19:16+09:00,yagura,xmatch,yagara,bravo,2028.4,218,v2.0.0,allow,furo,sprinkler,amefurashi,1059,4,4,0,8,3,liter4k,trap,hopsonar,689,6,4,2,4,4,momiji,torpedo,hopsonar,1169,3,2,1,2,4,nova,splashbomb,shokuwander,513,4,4,0,9,1,longblaster,kyubanbomb,hopsonar,637,10,7,3,5,2,splatcharger,splashbomb,kyuinki,658,8,7,1,3,4,screwslosher,tansanbomb,nicedama,1244,8,6,2,2,5,wakaba,splashbomb,greatbarrier,1188,5,3,2,4,3
kanai6274,https://stat.ink/@kanai6274/spl3/0c504244-910e-44c6-a1b9-40ccdfe416a7,2022-12-04 02:17:21+09:00,yagura,xmatch,yagara,alpha,1787.9,300,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1205,16,12,4,8,4,52gal,splashshield,megaphone51,1200,17,15,2,5,5,sharp,quickbomb,kanitank,1267,11,3,8,6,5,kelvin525,splashshield,nicedama,1128,13,11,2,4,5,splatspinner_collabo,poisonmist,greatbarrier,1098,9,5,4,9,3,sputtery_hue,torpedo,sameride,922,10,9,1,8,2,sharp,quickbomb,kanitank,1282,8,4,4,9,2,sshooter,kyubanbomb,ultrashot,827,6,5,1,15,0
MMRZ,https://stat.ink/@MMRZ/spl3/a1a39137-75d3-42ec-ac23-f0890a2938ee,2022-12-04 02:14:58+09:00,yagura,xmatch,yagara,bravo,1926.7,303,v2.0.0,allow,longblaster,kyubanbomb,hopsonar,972,10,10,0,9,4,tristringer,poisonmist,megaphone51,1314,7,2,5,5,5,carbon_deco,quickbomb,ultrashot,810,14,10,4,12,1,prime_collabo,kyubanbomb,nicedama,1393,8,6,2,7,5,explosher,pointsensor,amefurashi,1236,11,3,8,11,4,prime_collabo,kyubanbomb,nicedama,1364,8,6,2,2,5,hokusai,kyubanbomb,shokuwander,911,17,14,3,10,0,barrelspinner,sprinkler,hopsonar,1181,15,10,5,5,4
otofune,https://stat.ink/@otofune/spl3/9dd69c41-dffb-4c93-8f7a-a504b3da0e8a,2022-12-04 02:14:23+09:00,yagura,xmatch,mahimahi,alpha,2028.4,144,v2.0.0,allow,furo,sprinkler,amefurashi,641,12,5,7,4,3,momiji,torpedo,hopsonar,575,9,3,6,2,3,nova_neo,tansanbomb,ultrahanko,396,11,9,2,3,1,soytuber,torpedo,missile,458,6,5,1,2,3,52gal,splashshield,megaphone51,697,4,4,0,4,1,longblaster,kyubanbomb,hopsonar,384,3,2,1,6,1,squiclean_a,pointsensor,greatbarrier,406,2,2,0,6,1,nova_neo,tansanbomb,ultrahanko,277,2,2,0,8,0
otofune,https://stat.ink/@otofune/spl3/1cce0050-a6df-435c-bb9c-08b5b40eb83e,2022-12-04 02:10:35+09:00,yagura,xmatch,mahimahi,alpha,2028.4,300,v2.0.0,allow,furo,sprinkler,amefurashi,1480,14,8,6,8,5,hotblaster,robotbomb,greatbarrier,737,20,14,6,6,3,liter4k,trap,hopsonar,816,14,13,1,6,3,tristringer,poisonmist,megaphone51,1230,12,8,4,1,6,liter4k_scope,trap,hopsonar,1086,6,4,2,6,4,barrelspinner,sprinkler,hopsonar,1047,3,1,2,11,3,longblaster,kyubanbomb,hopsonar,834,10,9,1,13,2,nova,splashbomb,shokuwander,883,9,7,2,14,2
Magmi_Kirby,https://stat.ink/@Magmi_Kirby/spl3/4a968bc5-c111-4abe-ada2-c7c2f7c43b75,2022-12-04 02:09:49+09:00,yagura,xmatch,mahimahi,alpha,2422.2,176,v2.0.0,allow,nautilus47,pointsensor,amefurashi,684,10,7,3,3,3,bold,curlingbomb,ultrahanko,903,8,8,0,4,4,liter4k,trap,hopsonar,538,4,3,1,3,2,kugelschreiber,tansanbomb,jetpack,640,3,2,1,4,3,splatspinner_collabo,poisonmist,greatbarrier,873,5,2,3,4,3,liter4k,trap,hopsonar,361,5,5,0,7,1,sharp,quickbomb,kanitank,807,6,3,3,3,3,tristringer,poisonmist,megaphone51,491,6,4,2,6,1
ara_ta3,https://stat.ink/@ara_ta3/spl3/d41e9d2b-6a8f-4fda-ad71-e00e73a84c2a,2022-12-04 02:07:24+09:00,yagura,xmatch,yagara,bravo,2487.7,304,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,1145,3,1,2,10,4,sharp,quickbomb,kanitank,1925,12,10,2,6,7,rapid_elite,poisonmist,kyuinki,1169,13,9,4,9,4,liter4k_scope,trap,hopsonar,1146,7,4,3,4,5,liter4k,trap,hopsonar,1000,13,12,1,4,2,explosher,pointsensor,amefurashi,1606,7,5,2,5,4,sshooter_collabo,splashbomb,tripletornado,1179,10,6,4,8,5,sharp,quickbomb,kanitank,1490,8,6,2,7,5
otofune,https://stat.ink/@otofune/spl3/fc7a9651-f98d-4f93-b594-378be003efbd,2022-12-04 02:04:12+09:00,yagura,xmatch,mahimahi,bravo,2028.4,300,v2.0.0,allow,furo,sprinkler,amefurashi,1480,10,5,5,10,4,hydra,robotbomb,nicedama,1005,18,12,6,6,2,longblaster,kyubanbomb,hopsonar,680,15,11,4,9,2,sshooter,kyubanbomb,ultrashot,1137,9,8,1,12,2,barrelspinner,sprinkler,hopsonar,1496,10,6,4,5,6,longblaster,kyubanbomb,hopsonar,1023,14,11,3,8,4,longblaster,kyubanbomb,hopsonar,847,13,9,4,9,3,sputtery_hue,torpedo,sameride,852,13,10,3,15,3
Brazoli,https://stat.ink/@Brazoli/spl3/29f7a354-e03d-482a-aa0c-ff801f1306f7,2022-12-04 02:01:53+09:00,yagura,xmatch,mahimahi,alpha,1723.4,307,v2.0.0,deny,sshooter_collabo,splashbomb,tripletornado,1468,9,8,1,6,5,nautilus47,pointsensor,amefurashi,925,19,16,3,9,2,tristringer,poisonmist,megaphone51,928,14,7,7,7,4,wakaba,splashbomb,greatbarrier,1262,15,10,5,9,5,hydra,robotbomb,nicedama,944,11,8,3,10,3,sharp,quickbomb,kanitank,1159,10,8,2,11,3,sshooter_collabo,splashbomb,tripletornado,961,10,7,3,12,3,dualsweeper,splashbomb,hopsonar,1435,9,7,2,8,5
ara_ta3,https://stat.ink/@ara_ta3/spl3/64fe081e-aec8-4959-904e-a9cf77e404f4,2022-12-04 02:01:03+09:00,yagura,xmatch,yagara,alpha,2487.7,89,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,518,3,3,0,1,2,prime_collabo,kyubanbomb,nicedama,603,8,8,0,2,2,liter4k,trap,hopsonar,305,2,1,1,0,1,screwslosher,tansanbomb,nicedama,574,1,0,1,0,3,nautilus47,pointsensor,amefurashi,197,3,1,2,4,0,screwslosher,tansanbomb,nicedama,490,3,2,1,3,2,momiji,torpedo,hopsonar,652,0,0,0,3,2,liter4k,trap,hopsonar,310,0,0,0,2,0
ara_ta3,https://stat.ink/@ara_ta3/spl3/fbce5670-3085-4d76-b0c3-81ad46e70f39,2022-12-04 01:58:18+09:00,yagura,xmatch,mahimahi,bravo,2487.7,72,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,357,4,4,0,3,1,hydra,robotbomb,nicedama,355,2,0,2,1,1,variableroller,trap,missile,334,3,2,1,3,1,drivewiper,torpedo,ultrahanko,216,2,1,1,3,0,tristringer,poisonmist,megaphone51,277,5,3,2,1,1,carbon_deco,quickbomb,ultrashot,292,3,3,0,2,1,jimuwiper,quickbomb,shokuwander,379,2,1,1,2,1,52gal,splashshield,megaphone51,283,2,2,0,2,1
kanai6274,https://stat.ink/@kanai6274/spl3/7cd14a45-08fb-4ae4-818e-28cc78cbe186,2022-12-04 01:57:19+09:00,yagura,xmatch,yagara,bravo,1842.1,300,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1352,12,10,2,9,5,wakaba,splashbomb,greatbarrier,1434,9,8,1,7,4,drivewiper,torpedo,ultrahanko,1163,7,5,2,12,1,clashblaster,splashbomb,ultrashot,943,10,9,1,9,2,sshooter_collabo,splashbomb,tripletornado,1427,16,14,2,7,5,nova,splashbomb,shokuwander,975,12,8,4,6,2,pablo,splashbomb,megaphone51,1225,9,7,2,8,6,quadhopper_black,robotbomb,sameride,1265,9,8,1,11,4
MMRZ,https://stat.ink/@MMRZ/spl3/3e358b94-5c51-4e2c-9019-c86373e8f018,2022-12-04 01:55:35+09:00,yagura,xmatch,yagara,bravo,,318,v2.0.0,allow,longblaster,kyubanbomb,hopsonar,1108,12,10,2,8,4,screwslosher,tansanbomb,nicedama,1408,7,5,2,7,3,sshooter,kyubanbomb,ultrashot,1320,10,8,2,10,4,sharp,quickbomb,kanitank,1215,6,5,1,13,2,sshooter,kyubanbomb,ultrashot,1390,18,17,1,9,3,momiji,torpedo,hopsonar,1211,10,4,6,6,5,explosher,pointsensor,amefurashi,1367,11,5,6,7,5,screwslosher,tansanbomb,nicedama,1296,17,12,5,6,4
otofune,https://stat.ink/@otofune/spl3/3599b940-adf5-4e90-82f5-369b22762cc6,2022-12-04 01:53:17+09:00,yagura,xmatch,yagara,bravo,2100.9,302,v2.0.0,allow,furo,sprinkler,amefurashi,1468,8,5,3,8,6,nzap85,kyubanbomb,energystand,1548,12,6,6,7,6,longblaster,kyubanbomb,hopsonar,847,14,13,1,7,3,sharp,quickbomb,kanitank,1765,10,7,3,5,7,wakaba,splashbomb,greatbarrier,1672,12,7,5,2,6,explosher,pointsensor,amefurashi,1797,9,4,5,5,6,rapid,trap,tripletornado,905,10,5,5,7,2,quadhopper_black,robotbomb,sameride,804,11,11,0,17,1
kanai6274,https://stat.ink/@kanai6274/spl3/a9862af6-bba6-41a9-9929-e4b3d8962d90,2022-12-04 01:51:04+09:00,yagura,xmatch,yagara,alpha,1842.1,300,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1438,16,13,3,7,4,liter4k,trap,hopsonar,916,12,10,2,6,4,wakaba,splashbomb,greatbarrier,1115,10,7,3,9,4,prime_collabo,kyubanbomb,nicedama,839,8,6,2,7,3,wakaba,splashbomb,greatbarrier,1185,9,3,6,9,3,liter4k,trap,hopsonar,909,7,6,1,7,2,sshooter_collabo,splashbomb,tripletornado,897,13,10,3,10,2,prime_collabo,kyubanbomb,nicedama,830,9,9,0,10,2
Splatnet,https://stat.ink/@Splatnet/spl3/d3c6f0ca-98d3-4ab2-8f16-b87c9b209be3,2022-12-04 01:47:31+09:00,yagura,xmatch,mahimahi,alpha,2435.9,300,v2.0.0,deny,screwslosher,tansanbomb,nicedama,1408,12,8,4,7,5,liter4k,trap,hopsonar,898,11,8,3,4,4,52gal,splashshield,megaphone51,1128,15,13,2,8,5,sharp,quickbomb,kanitank,1241,11,7,4,9,4,liter4k,trap,hopsonar,793,12,9,3,7,2,momiji,torpedo,hopsonar,1545,11,1,10,8,6,hotblaster,robotbomb,greatbarrier,1022,13,10,3,10,4,sharp,quickbomb,kanitank,1229,11,8,3,11,4
Magmi_Kirby,https://stat.ink/@Magmi_Kirby/spl3/ef11b07a-6eae-4217-8887-de3eb20294fd,2022-12-04 01:46:32+09:00,yagura,xmatch,yagara,bravo,2542.5,300,v2.0.0,allow,nautilus47,pointsensor,amefurashi,975,9,4,5,6,4,jimuwiper,quickbomb,shokuwander,1403,12,6,6,7,3,prime_collabo,kyubanbomb,nicedama,1335,10,5,5,6,3,bottlegeyser,splashshield,ultrashot,949,6,5,1,4,4,variableroller,trap,missile,1694,12,11,1,6,6,bottlegeyser,splashshield,ultrashot,1165,7,6,1,3,5,nautilus47,pointsensor,amefurashi,848,7,3,4,7,2,bottlegeyser,splashshield,ultrashot,855,6,3,3,4,3
MMRZ,https://stat.ink/@MMRZ/spl3/4208435a-c661-4757-bb27-5b86afd6ae07,2022-12-04 01:44:40+09:00,yagura,xmatch,yagara,bravo,,327,v2.0.0,allow,longblaster,kyubanbomb,hopsonar,931,12,9,3,10,3,wakaba,splashbomb,greatbarrier,1780,10,9,1,5,6,drivewiper,torpedo,ultrahanko,1380,12,8,4,10,5,quadhopper_black,robotbomb,sameride,1169,4,3,1,11,4,longblaster,kyubanbomb,hopsonar,1156,22,15,7,6,4,sharp,quickbomb,kanitank,2035,12,8,4,6,8,splatroller,curlingbomb,greatbarrier,1083,7,4,3,8,3,quadhopper_black,robotbomb,sameride,1216,15,9,6,10,3
otofune,https://stat.ink/@otofune/spl3/a061f84a-f5f6-4280-8a5a-6e9c7b2bd0ae,2022-12-04 01:40:36+09:00,yagura,xmatch,yagara,alpha,2100.9,95,v2.0.0,allow,furo,sprinkler,amefurashi,695,3,3,0,1,3,sputtery_hue,torpedo,sameride,445,9,5,4,1,2,prime_collabo,kyubanbomb,nicedama,456,7,5,2,0,3,liter4k,trap,hopsonar,282,2,2,0,1,2,longblaster,kyubanbomb,hopsonar,346,2,1,1,3,1,wakaba,splashbomb,greatbarrier,637,1,0,1,4,1,splatspinner_collabo,poisonmist,greatbarrier,354,2,2,0,4,0,liter4k,trap,hopsonar,282,0,0,0,4,0
Splatnet,https://stat.ink/@Splatnet/spl3/0661ddc7-7d46-4f9a-b601-2328e25af74d,2022-12-04 01:32:50+09:00,yagura,xmatch,mahimahi,bravo,2420.7,147,v2.0.0,deny,screwslosher,tansanbomb,nicedama,723,11,8,3,4,2,liter4k,trap,hopsonar,405,5,4,1,4,1,longblaster,kyubanbomb,hopsonar,432,7,6,1,5,1,carbon_deco,quickbomb,ultrashot,545,5,3,2,4,2,longblaster,kyubanbomb,hopsonar,422,7,4,3,5,2,liter4k,trap,hopsonar,481,5,5,0,6,2,hotblaster,robotbomb,greatbarrier,498,6,5,1,6,2,drivewiper,torpedo,ultrahanko,712,5,3,2,4,3
Ahang,https://stat.ink/@Ahang/spl3/51acc1b6-55d6-4a2f-918d-5077a92f38ec,2022-12-04 01:29:37+09:00,yagura,xmatch,yagara,alpha,1852.0,300,v2.0.0,allow,sharp,quickbomb,kanitank,1393,11,10,1,5,5,maneuver,kyubanbomb,kanitank,1346,11,11,0,5,5,momiji,torpedo,hopsonar,954,8,2,6,4,5,dualsweeper,splashbomb,hopsonar,1380,9,5,4,3,6,maneuver,kyubanbomb,kanitank,1179,8,7,1,9,3,wakaba,splashbomb,greatbarrier,1426,2,2,0,6,6,sshooter,kyubanbomb,ultrashot,1239,6,4,2,8,3,prime_collabo,kyubanbomb,nicedama,1182,4,3,1,5,4
kanai6274,https://stat.ink/@kanai6274/spl3/97681185-1795-4e3e-974c-fb0013d6c700,2022-12-04 01:25:37+09:00,yagura,xmatch,yagara,bravo,1952.4,300,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1003,7,7,0,10,4,sshooter,kyubanbomb,ultrashot,1349,8,7,1,4,3,carbon_deco,quickbomb,ultrashot,826,16,13,3,7,1,prime_collabo,kyubanbomb,nicedama,1233,8,4,4,7,4,wakaba,splashbomb,greatbarrier,1419,6,6,0,5,6,sshooter,kyubanbomb,ultrashot,1340,10,10,0,9,5,drivewiper,torpedo,ultrahanko,1047,9,7,2,9,5,kelvin525,splashshield,nicedama,737,6,5,1,8,3
Ahang,https://stat.ink/@Ahang/spl3/8e4f5958-e109-4af0-8de7-dcb928923467,2022-12-04 01:23:29+09:00,yagura,xmatch,yagara,bravo,1852.0,165,v2.0.0,allow,sharp,quickbomb,kanitank,686,5,4,1,6,2,screwslosher,tansanbomb,nicedama,589,6,3,3,6,1,pablo,splashbomb,megaphone51,787,6,5,1,7,2,variableroller,trap,missile,499,2,2,0,7,1,dynamo,sprinkler,energystand,861,12,11,1,4,2,spygadget,trap,sameride,974,9,5,4,2,4,clashblaster,splashbomb,ultrashot,439,8,5,3,5,2,wakaba,splashbomb,greatbarrier,822,6,5,1,3,3
hibachi127,https://stat.ink/@hibachi127/spl3/662bcede-932a-4421-a82f-f5f8a5263421,2022-12-04 01:21:13+09:00,yagura,xmatch,yagara,alpha,2174.5,300,v2.0.0,deny,screwslosher,tansanbomb,nicedama,1328,14,11,3,3,6,splatscope,splashbomb,kyuinki,881,6,6,0,5,3,dualsweeper,splashbomb,hopsonar,1349,9,8,1,5,5,kelvin525,splashshield,nicedama,722,7,5,2,5,4,bottlegeyser,splashshield,ultrashot,997,10,7,3,7,4,dualsweeper,splashbomb,hopsonar,1040,4,2,2,8,5,liter4k,trap,hopsonar,940,7,6,1,7,4,nova_neo,tansanbomb,ultrahanko,1032,5,3,2,7,4
kanai6274,https://stat.ink/@kanai6274/spl3/928cbbea-2deb-4a34-b7d6-c0f04eed8175,2022-12-04 01:19:21+09:00,yagura,xmatch,yagara,bravo,,89,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,383,4,1,3,5,0,screwslosher,tansanbomb,nicedama,430,3,2,1,3,1,variableroller,trap,missile,442,3,3,0,3,1,prime_collabo,kyubanbomb,nicedama,461,1,1,0,1,1,nzap85,kyubanbomb,energystand,521,8,5,3,2,2,nova,splashbomb,shokuwander,339,2,2,0,1,0,prime_collabo,kyubanbomb,nicedama,400,3,2,1,2,2,jimuwiper,quickbomb,shokuwander,424,4,3,1,2,1
otofune,https://stat.ink/@otofune/spl3/e2e5f191-b2e0-4fac-bf94-2d86104c47f3,2022-12-04 01:17:31+09:00,yagura,xmatch,mahimahi,alpha,1974.4,116,v2.0.0,allow,furo,sprinkler,amefurashi,578,4,1,3,2,2,splatroller,curlingbomb,greatbarrier,250,8,7,1,4,1,hydra,robotbomb,nicedama,292,3,2,1,2,1,sshooter_collabo,splashbomb,tripletornado,552,6,4,2,2,2,hokusai,kyubanbomb,shokuwander,465,4,4,0,3,0,hydra,robotbomb,nicedama,308,4,2,2,3,1,longblaster,kyubanbomb,hopsonar,334,4,3,1,3,1,sshooter_collabo,splashbomb,tripletornado,349,1,1,0,5,1
otofune,https://stat.ink/@otofune/spl3/d5845033-d645-4587-910e-8bbc4fea5fcd,2022-12-04 01:14:19+09:00,yagura,xmatch,mahimahi,alpha,1974.4,312,v2.0.0,allow,furo,sprinkler,amefurashi,1516,9,6,3,9,5,momiji,torpedo,hopsonar,1393,11,9,2,9,5,sputtery_hue,torpedo,sameride,951,10,5,5,12,3,sshooter_collabo,splashbomb,tripletornado,1209,10,9,1,12,4,sshooter,kyubanbomb,ultrashot,1267,20,16,4,7,4,wakaba,splashbomb,greatbarrier,1277,12,6,6,8,5,rapid,trap,tripletornado,1141,18,12,6,6,1,52gal,splashshield,megaphone51,1098,13,6,7,8,4
Ahang,https://stat.ink/@Ahang/spl3/70f17ab3-3e47-419d-9457-87c4adfe226d,2022-12-04 01:13:58+09:00,yagura,xmatch,yagara,bravo,1852.0,300,v2.0.0,allow,sharp,quickbomb,kanitank,1238,5,5,0,9,4,nova_neo,tansanbomb,ultrahanko,906,17,12,5,9,5,liter4k,trap,hopsonar,602,5,4,1,9,1,heroshooter_replica,kyubanbomb,ultrashot,1289,9,8,1,10,4,sputtery_hue,torpedo,sameride,997,18,15,3,10,3,liter4k,trap,hopsonar,812,6,6,0,4,3,screwslosher,tansanbomb,nicedama,1181,17,9,8,7,4,sharp,quickbomb,kanitank,1300,13,6,7,8,4
kanai6274,https://stat.ink/@kanai6274/spl3/0d5a908e-2b7d-4690-8823-d92d1e6e0182,2022-12-04 01:10:08+09:00,yagura,xmatch,mahimahi,alpha,,309,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1180,19,14,5,9,5,hydra,robotbomb,nicedama,1365,24,18,6,4,7,rpen_5h,sprinkler,energystand,950,10,7,3,7,4,wakaba,splashbomb,greatbarrier,1045,15,11,4,10,5,bamboo14mk1,robotbomb,megaphone51,1412,11,9,2,7,7,hydra,robotbomb,nicedama,746,9,9,0,14,3,sputtery,jumpbeacon,energystand,844,8,6,2,15,2,52gal,splashshield,megaphone51,1102,9,6,3,14,4
Ahang,https://stat.ink/@Ahang/spl3/9b67150b-9d43-4aaa-a651-0d7a1ec1a30a,2022-12-04 01:07:34+09:00,yagura,xmatch,yagara,alpha,1852.0,300,v2.0.0,allow,sharp,quickbomb,kanitank,1291,11,9,2,8,5,barrelspinner,sprinkler,hopsonar,1134,13,9,4,8,4,momiji,torpedo,hopsonar,1322,7,4,3,4,8,drivewiper,torpedo,ultrahanko,1088,11,7,4,8,5,kugelschreiber,tansanbomb,jetpack,1311,13,9,4,3,4,maneuver,kyubanbomb,kanitank,1355,11,7,4,7,3,carbon_deco,quickbomb,ultrashot,852,7,5,2,9,3,sshooter,kyubanbomb,ultrashot,1187,10,7,3,11,3
Splatnet,https://stat.ink/@Splatnet/spl3/e9364b2a-e6c3-42d1-b114-79582563f419,2022-12-04 01:03:20+09:00,yagura,xmatch,yagara,alpha,2402.4,112,v2.0.0,deny,screwslosher,tansanbomb,nicedama,538,7,4,3,2,2,sharp,quickbomb,kanitank,679,5,5,0,1,3,dualsweeper,splashbomb,hopsonar,624,7,4,3,1,3,wakaba,splashbomb,greatbarrier,512,5,4,1,2,2,screwslosher,tansanbomb,nicedama,559,4,4,0,5,1,splatspinner_collabo,poisonmist,greatbarrier,318,1,1,0,3,1,heroshooter_replica,kyubanbomb,ultrashot,470,1,1,0,4,1,bold,curlingbomb,ultrahanko,445,0,0,0,5,1
tapioca_nico,https://stat.ink/@tapioca_nico/spl3/89018b93-534e-47de-ac36-6298811db5e0,2022-12-03 19:04:03+09:00,yagura,xmatch,hirame,bravo,2271.2,300,v2.0.0,allow,wakaba,splashbomb,greatbarrier,1304,5,5,0,9,5,liter4k,trap,hopsonar,747,6,6,0,5,1,quadhopper_black,robotbomb,sameride,1062,6,5,1,8,2,carbon_deco,quickbomb,ultrashot,865,4,4,0,10,1,carbon_deco,quickbomb,ultrashot,745,17,13,4,3,5,liter4k_scope,trap,hopsonar,839,6,4,2,7,2,sharp,quickbomb,kanitank,1215,15,4,11,5,5,sshooter,kyubanbomb,ultrashot,1246,11,11,0,5,5
cloudmochamo,https://stat.ink/@cloudmochamo/spl3/4f7b764c-cd85-4e13-b78f-b6fbfedc6a88,2022-12-03 19:01:55+09:00,yagura,xmatch,hirame,bravo,1890.5,323,v2.0.0,deny,dynamo,sprinkler,energystand,1078,19,14,5,4,4,nautilus47,pointsensor,amefurashi,986,18,14,4,7,3,splatspinner_collabo,poisonmist,greatbarrier,914,9,4,5,7,4,prime_collabo,kyubanbomb,nicedama,891,12,8,4,7,4,dynamo,sprinkler,energystand,1065,11,8,3,10,4,nautilus47,pointsensor,amefurashi,993,10,8,2,11,3,splatspinner_collabo,poisonmist,greatbarrier,1041,9,7,2,11,4,bottlegeyser,splashshield,ultrashot,861,5,2,3,8,4
shugo256,https://stat.ink/@shugo256/spl3/07411eea-56ed-403e-a520-eeb13d9b025e,2022-12-03 18:58:13+09:00,yagura,xmatch,kinmedai,bravo,1868.5,320,v2.0.0,deny,prime_collabo,kyubanbomb,nicedama,1211,14,12,2,10,2,sharp,quickbomb,kanitank,1599,16,12,4,7,5,nova,splashbomb,shokuwander,879,14,9,5,13,1,sshooter,kyubanbomb,ultrashot,1060,8,8,0,12,2,prime_collabo,kyubanbomb,nicedama,1250,15,14,1,10,4,sharp,quickbomb,kanitank,1205,11,11,0,10,3,clashblaster,splashbomb,ultrashot,779,18,10,8,12,1,wakaba,splashbomb,greatbarrier,1388,11,7,4,10,5
splatp_on,https://stat.ink/@splatp_on/spl3/9dd1ef7a-8813-420a-b1a0-c317156bf759,2022-12-03 18:56:35+09:00,yagura,xmatch,kinmedai,bravo,2115.9,317,v2.0.0,deny,liter4k,trap,hopsonar,817,6,5,1,4,4,pablo,splashbomb,megaphone51,1356,12,10,2,5,6,sharp,quickbomb,kanitank,1286,12,6,6,8,4,carbon_deco,quickbomb,ultrashot,903,8,6,2,6,1,sshooter,kyubanbomb,ultrashot,1425,7,5,2,8,5,carbon_deco,quickbomb,ultrashot,1042,8,8,0,9,4,carbon_deco,quickbomb,ultrashot,834,8,7,1,7,3,liter4k,trap,hopsonar,908,4,3,1,3,4
imspace,https://stat.ink/@imspace/spl3/92e62346-ff7c-4e40-8a21-895052f4c0d6,2022-12-03 18:55:19+09:00,yagura,xmatch,hirame,alpha,2161.9,309,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,1060,13,12,1,6,4,prime_collabo,kyubanbomb,nicedama,962,15,12,3,7,2,furo,sprinkler,amefurashi,1420,10,5,5,8,5,dualsweeper,splashbomb,hopsonar,974,12,7,5,8,4,splatspinner_collabo,poisonmist,greatbarrier,1063,13,10,3,6,4,sshooter,kyubanbomb,ultrashot,1201,10,7,3,10,3,prime_collabo,kyubanbomb,nicedama,1238,7,7,0,8,4,longblaster,kyubanbomb,hopsonar,767,8,5,3,12,1
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/0f5d58c7-680c-4135-b027-40a611ba3ea5,2022-12-03 18:53:47+09:00,yagura,xmatch,kinmedai,alpha,1644.0,324,v2.0.0,allow,drivewiper,torpedo,ultrahanko,1134,13,10,3,12,2,carbon_deco,quickbomb,ultrashot,998,14,11,3,12,3,hydra,robotbomb,nicedama,1168,11,10,1,7,5,wakaba,splashbomb,greatbarrier,1481,11,7,4,10,3,barrelspinner,sprinkler,hopsonar,1473,18,17,1,6,5,drivewiper,torpedo,ultrahanko,1360,17,12,5,7,9,52gal,splashshield,megaphone51,587,11,9,2,11,1,carbon_deco,quickbomb,ultrashot,957,4,3,1,14,2
shugo256,https://stat.ink/@shugo256/spl3/b3c8946e-f913-446b-81b7-5d6fd72ca48f,2022-12-03 18:51:32+09:00,yagura,xmatch,hirame,alpha,1868.5,115,v2.0.0,deny,prime_collabo,kyubanbomb,nicedama,531,7,7,0,1,2,dualsweeper,splashbomb,hopsonar,440,7,4,3,2,3,sshooter,kyubanbomb,ultrashot,366,2,0,2,2,2,nova,splashbomb,shokuwander,331,6,6,0,2,1,wakaba,splashbomb,greatbarrier,350,4,4,0,7,0,screwslosher,tansanbomb,nicedama,399,3,1,2,3,1,dualsweeper,splashbomb,hopsonar,562,3,2,1,4,1,splatspinner_collabo,poisonmist,greatbarrier,298,1,0,1,3,0
